path,area,tipo,descripcion,estado,feature_relacionada,evidencia_clave,riesgo,recomendacion
backend/scripts/migrate_next_action_engine.py,modelo-de-datos,migration,"Migracion ad-hoc legacy (columnas next-action en clients)","posible dead code",migraciones,"cabecera DEPRECATED","Superado por baseline",""
backend/scripts/migrate_phase2.py,modelo-de-datos,migration,"Migracion ad-hoc legacy (columnas Phase 2)","posible dead code",migraciones,"cabecera DEPRECATED","Superado por baseline",""
backend/scripts/migrate_session_reconciliation.py,modelo-de-datos,migration,"Migracion ad-hoc legacy (merged_into_session_id)","posible dead code",migraciones,"cabecera DEPRECATED","Superado por baseline",""
backend/scripts/seed_analysis_demo_call.py,backend-api,script,"Siembra una llamada demo real (Lead+Session+Turns) y corre summarizer","activo",demo,"scripts/seed_analysis_demo_call.py","",""
backend/scripts/smoke_test_analysis.py,backend-api,script,"Smoke test del pipeline de analisis (sin DB); captura prompts GPT","activo",analisis-post-call,"scripts/smoke_test_analysis.py","Comentario habla de 13-dimension (desfasado)",""
backend/tests/__init__.py,tests,test,"Marcador de paquete de tests","test",tests,"backend/tests/__init__.py","",""
backend/tests/conftest.py,tests,test,"Fixtures globales de pytest (incl. bypass de auth en testing)","test",tests,"backend/tests/conftest.py","",""
backend/tests/core/__init__.py,tests,test,"Marcador de paquete tests/core","test",tests,"tests/core/__init__.py","",""
backend/tests/core/test_config.py,tests,test,"Tests de Settings/config","test",config,"tests/core/test_config.py","",""
backend/tests/core/test_credentials.py,tests,test,"Tests de validacion de credenciales","test",config,"tests/core/test_credentials.py","",""
backend/tests/core/test_main_secrets.py,tests,test,"Tests de validacion de secretos en main","test",secrets,"tests/core/test_main_secrets.py","",""
backend/tests/fixtures/__init__.py,tests,test,"Marcador de paquete de fixtures","test",tests,"tests/fixtures/__init__.py","",""
backend/tests/helpers/__init__.py,tests,test,"Marcador de paquete de helpers de test","test",tests,"tests/helpers/__init__.py","",""
backend/tests/helpers/migrations.py,tests,test,"Helper de tests para correr migraciones ad-hoc legacy","test",migraciones,"tests/helpers/migrations.py","Mantiene vivos scripts migrate_* legacy",""
backend/tests/integration/__init__.py,tests,test,"Marcador de paquete integration","test",tests,"tests/integration/__init__.py","",""
backend/tests/integration/elevenlabs/__init__.py,tests,test,"Marcador de paquete integration/elevenlabs","test",tests,"tests/integration/elevenlabs/__init__.py","",""
backend/tests/integration/elevenlabs/test_sync_endpoint.py,tests,test,"Test integracion del endpoint sync-elevenlabs","test",elevenlabs,"tests/integration/elevenlabs/test_sync_endpoint.py","",""
backend/tests/integration/integrations/__init__.py,tests,test,"Marcador de paquete integration/integrations","test",tests,"tests/integration/integrations/__init__.py","",""
backend/tests/integration/integrations/test_crm_sync_service.py,tests,test,"Test integracion de crm_sync_service","test",crm-airtable,"tests/integration/integrations/test_crm_sync_service.py","",""
backend/tests/integration/scheduler/__init__.py,tests,test,"Marcador de paquete integration/scheduler","test",tests,"tests/integration/scheduler/__init__.py","",""
backend/tests/integration/scheduler/test_agent_migration.py,tests,test,"Test integracion migracion de agentes (legacy script)","test",migraciones,"tests/integration/scheduler/test_agent_migration.py","Referencia scripts migrate_* legacy",""
backend/tests/integration/scheduler/test_migration.py,tests,test,"Test integracion migracion scheduler (legacy script)","test",migraciones,"tests/integration/scheduler/test_migration.py","Referencia scripts migrate_* legacy",""
backend/tests/integration/scheduler/test_router.py,tests,test,"Test integracion del router scheduler","test",scheduler,"tests/integration/scheduler/test_router.py","",""
backend/tests/integration/scheduler/test_security_fixes.py,tests,test,"Test integracion de fixes de seguridad scheduler","test",scheduler,"tests/integration/scheduler/test_security_fixes.py","",""
backend/tests/integration/scheduler/test_surgical_fixes.py,tests,test,"Test integracion de surgical fixes scheduler","test",scheduler,"tests/integration/scheduler/test_surgical_fixes.py","",""
backend/tests/integration/scheduler/test_tick.py,tests,test,"Test integracion del scheduler_tick","test",scheduler,"tests/integration/scheduler/test_tick.py","",""
backend/tests/integration/test_analysis_v2_migration.py,tests,test,"Test integracion migracion analysis v2 (legacy script)","test",migraciones,"tests/integration/test_analysis_v2_migration.py","Referencia scripts migrate_* legacy",""
backend/tests/integration/test_app_wiring.py,tests,test,"Test integracion del wiring de la app (routers)","test",core,"tests/integration/test_app_wiring.py","",""
backend/tests/integration/test_bi_columns_migration.py,tests,test,"Test integracion migracion columnas BI (legacy script)","test",migraciones,"tests/integration/test_bi_columns_migration.py","Referencia scripts migrate_* legacy",""
backend/tests/integration/test_profile_facts_integration.py,tests,test,"Test integracion de profile facts","test",analisis-post-call,"tests/integration/test_profile_facts_integration.py","",""
backend/tests/integration/test_session_id_and_crm_match.py,tests,test,"Test integracion session id + match CRM","test",crm-airtable,"tests/integration/test_session_id_and_crm_match.py","",""
backend/tests/integration/voice/__init__.py,tests,test,"Marcador de paquete integration/voice","test",tests,"tests/integration/voice/__init__.py","",""
backend/tests/integration/voice/test_custom_llm.py,tests,test,"Test integracion del webhook custom-LLM","test",voz-custom-llm,"tests/integration/voice/test_custom_llm.py","",""
backend/tests/integration/voice/test_custom_llm_memory.py,tests,test,"Test integracion custom-LLM con memoria","test",voz-custom-llm,"tests/integration/voice/test_custom_llm_memory.py","",""
backend/tests/integration/voice/test_initiation.py,tests,test,"Test integracion del webhook initiation","test",voz-initiation,"tests/integration/voice/test_initiation.py","",""
backend/tests/integration/voice/test_initiation_context.py,tests,test,"Test integracion del contexto de initiation","test",voz-initiation,"tests/integration/voice/test_initiation_context.py","",""
backend/tests/integration/voice/test_session_continuity_e2e.py,tests,test,"Test e2e de continuidad de sesion","test",voz-custom-llm,"tests/integration/voice/test_session_continuity_e2e.py","",""
backend/tests/integrations/__init__.py,tests,test,"Marcador de paquete tests/integrations","test",tests,"tests/integrations/__init__.py","",""
backend/tests/integrations/test_crm_config_secrets.py,tests,test,"Test de higiene de secretos en crm_config","test",secrets,"tests/integrations/test_crm_config_secrets.py","",""
backend/tests/jobs/__init__.py,tests,test,"Marcador de paquete tests/jobs","test",tests,"tests/jobs/__init__.py","",""
backend/tests/jobs/test_crm_sync_pipeline.py,tests,test,"Test del pipeline durable de crm_sync (unico consumidor de queries.py)","test",jobs,"tests/jobs/test_crm_sync_pipeline.py","",""
backend/tests/jobs/test_executor.py,tests,test,"Test del JobExecutor (enqueue/run/recover/backoff)","test",jobs,"tests/jobs/test_executor.py","",""
backend/tests/jobs/test_post_call_pipeline.py,tests,test,"Test del pipeline durable post-call","test",jobs,"tests/jobs/test_post_call_pipeline.py","",""
backend/tests/jobs/test_transcript_durability.py,tests,test,"Test de durabilidad de transcript_flush","test",jobs,"tests/jobs/test_transcript_durability.py","",""
backend/tests/scripts/__init__.py,tests,test,"Marcador de paquete tests/scripts","test",tests,"tests/scripts/__init__.py","",""
backend/tests/scripts/test_check_secrets.py,tests,test,"Test del script check-secrets","test",secrets,"tests/scripts/test_check_secrets.py","",""
backend/tests/scripts/test_env_convention.py,tests,test,"Test de convencion de .env","test",config,"tests/scripts/test_env_convention.py","",""
backend/tests/test_analytics_router.py,tests,test,"Test del router de analytics","test",analytics,"tests/test_analytics_router.py","",""
backend/tests/test_analytics_service.py,tests,test,"Test del servicio de analytics","test",analytics,"tests/test_analytics_service.py","",""
backend/tests/test_auth.py,tests,test,"Test de auth (require_api_key/webhook)","test",auth,"tests/test_auth.py","",""
backend/tests/test_crm_import_external_lead_id.py,tests,test,"Test de import CRM con external_lead_id","test",crm-airtable,"tests/test_crm_import_external_lead_id.py","",""
backend/tests/test_data_corrections.py,tests,test,"Test de correcciones de datos","test",analisis-post-call,"tests/test_data_corrections.py","",""
backend/tests/test_dimension_rollups.py,tests,test,"Test de rollups de dimensiones por lead","test",leads,"tests/test_dimension_rollups.py","",""
backend/tests/test_index_payload.py,tests,test,"Test de payload de indice de skills","test",skills-agente,"tests/test_index_payload.py","",""
backend/tests/test_lead_model.py,tests,test,"Test del modelo Lead","test",leads,"tests/test_lead_model.py","",""
backend/tests/test_next_action_engine.py,tests,test,"Test del motor next_action","test",analisis-post-call,"tests/test_next_action_engine.py","",""
backend/tests/test_phase_a_lead_intelligence.py,tests,test,"Test de lead intelligence (Phase A)","test",leads,"tests/test_phase_a_lead_intelligence.py","",""
backend/tests/test_pr2_verification_fixes.py,tests,test,"Test de fixes de verificacion PR2","test",analisis-post-call,"tests/test_pr2_verification_fixes.py","",""
backend/tests/test_qora_demo_seed.py,tests,test,"Test del seed del tenant qora-demo","test",multi-tenant,"tests/test_qora_demo_seed.py","",""
backend/tests/test_scheduler_next_action.py,tests,test,"Test scheduler + next_action","test",scheduler,"tests/test_scheduler_next_action.py","",""
backend/tests/test_session_auth.py,tests,test,"Test de auth de sesion (AuthorizedSession)","test",auth,"tests/test_session_auth.py","",""
backend/tests/test_spec_coverage.py,tests,test,"Test de cobertura de specs","test",tests,"tests/test_spec_coverage.py","",""
backend/tests/test_summarizer_corrections.py,tests,test,"Test de correcciones del summarizer","test",analisis-post-call,"tests/test_summarizer_corrections.py","",""
backend/tests/test_webhook_auth_cors.py,tests,test,"Test de auth/CORS del webhook","test",auth,"tests/test_webhook_auth_cors.py","",""
backend/tests/test_webhook_conv_id_backfill.py,tests,test,"Test de backfill de conversation_id","test",calls,"tests/test_webhook_conv_id_backfill.py","",""
backend/tests/unit/__init__.py,tests,test,"Marcador de paquete unit","test",tests,"tests/unit/__init__.py","",""
backend/tests/unit/agents/__init__.py,tests,test,"Marcador de paquete unit/agents","test",tests,"tests/unit/agents/__init__.py","",""
backend/tests/unit/agents/test_lifecycle.py,tests,test,"Test de ciclo de vida de agentes","test",agentes,"tests/unit/agents/test_lifecycle.py","",""
backend/tests/unit/agents/test_router.py,tests,test,"Test del router de agentes","test",agentes,"tests/unit/agents/test_router.py","",""
backend/tests/unit/agents/test_schemas.py,tests,test,"Test de schemas de agente (strip_deprecated_tools)","test",agentes,"tests/unit/agents/test_schemas.py","",""
backend/tests/unit/agents/test_sync_trigger.py,tests,test,"Test del trigger de sync a ElevenLabs","test",elevenlabs,"tests/unit/agents/test_sync_trigger.py","",""
backend/tests/unit/agents/test_tools_list_contract.py,tests,test,"Test del contrato de lista de tools","test",tools-agente,"tests/unit/agents/test_tools_list_contract.py","",""
backend/tests/unit/analysis/test_comparison_and_need_tags.py,tests,test,"Test de comparacion y need tags","test",analisis-post-call,"tests/unit/analysis/test_comparison_and_need_tags.py","",""
backend/tests/unit/analysis/test_data_corrections_custom_fields.py,tests,test,"Test de correcciones a custom fields","test",analisis-post-call,"tests/unit/analysis/test_data_corrections_custom_fields.py","",""
backend/tests/unit/analysis/test_interest_need_tags_validation.py,tests,test,"Test de validacion de need tags de interes","test",analisis-post-call,"tests/unit/analysis/test_interest_need_tags_validation.py","",""
backend/tests/unit/analysis/test_objections_contextual_blocker.py,tests,test,"Test de objeciones (contextual blocker)","test",analisis-post-call,"tests/unit/analysis/test_objections_contextual_blocker.py","",""
backend/tests/unit/analysis/test_zona_data_correction.py,tests,test,"Test de correccion de zona","test",analisis-post-call,"tests/unit/analysis/test_zona_data_correction.py","",""
backend/tests/unit/calls/__init__.py,tests,test,"Marcador de paquete unit/calls","test",tests,"tests/unit/calls/__init__.py","",""
backend/tests/unit/calls/test_agent_propagation.py,tests,test,"Test de propagacion de agent_id en calls","test",calls,"tests/unit/calls/test_agent_propagation.py","",""
backend/tests/unit/calls/test_analysis_endpoint.py,tests,test,"Test del endpoint de analysis","test",calls,"tests/unit/calls/test_analysis_endpoint.py","",""
backend/tests/unit/calls/test_calls_detail.py,tests,test,"Test de detalle de llamada","test",calls,"tests/unit/calls/test_calls_detail.py","",""
backend/tests/unit/calls/test_calls_list.py,tests,test,"Test de listado de llamadas (filtro ghost)","test",calls,"tests/unit/calls/test_calls_list.py","",""
backend/tests/unit/calls/test_end_endpoint.py,tests,test,"Test del endpoint /end","test",calls,"tests/unit/calls/test_end_endpoint.py","",""
backend/tests/unit/calls/test_merge_sessions.py,tests,test,"Test de merge de sesiones hermanas","test",calls,"tests/unit/calls/test_merge_sessions.py","",""
backend/tests/unit/calls/test_metrics.py,tests,test,"Test de metricas de llamadas","test",calls,"tests/unit/calls/test_metrics.py","",""
backend/tests/unit/calls/test_phase2_behaviors.py,tests,test,"Test de comportamientos Phase 2","test",calls,"tests/unit/calls/test_phase2_behaviors.py","",""
backend/tests/unit/calls/test_service.py,tests,test,"Test del servicio de calls (close/reconcile)","test",calls,"tests/unit/calls/test_service.py","",""
backend/tests/unit/calls/test_sweeper.py,tests,test,"Test del sweeper de sesiones stale","test",sweeper,"tests/unit/calls/test_sweeper.py","",""
backend/tests/unit/calls/test_transcript_endpoint.py,tests,test,"Test del endpoint de transcript","test",calls,"tests/unit/calls/test_transcript_endpoint.py","",""
backend/tests/unit/clients/__init__.py,tests,test,"Marcador de paquete unit/clients","test",tests,"tests/unit/clients/__init__.py","",""
backend/tests/unit/clients/test_router.py,tests,test,"Test del router de clients","test",multi-tenant,"tests/unit/clients/test_router.py","",""
backend/tests/unit/elevenlabs/__init__.py,tests,test,"Marcador de paquete unit/elevenlabs","test",tests,"tests/unit/elevenlabs/__init__.py","",""
backend/tests/unit/elevenlabs/test_service.py,tests,test,"Test de ElevenLabsService (sync soft-timeout)","test",elevenlabs,"tests/unit/elevenlabs/test_service.py","",""
backend/tests/unit/integrations/__init__.py,tests,test,"Marcador de paquete unit/integrations","test",tests,"tests/unit/integrations/__init__.py","",""
backend/tests/unit/integrations/test_airtable_adapter.py,tests,test,"Test del AirtableAdapter","test",crm-airtable,"tests/unit/integrations/test_airtable_adapter.py","",""
backend/tests/unit/integrations/test_crm_config.py,tests,test,"Test de CRMConfig/Loader","test",crm-airtable,"tests/unit/integrations/test_crm_config.py","",""
backend/tests/unit/integrations/test_crm_config_custom_fields.py,tests,test,"Test de custom fields en crm_config","test",crm-airtable,"tests/unit/integrations/test_crm_config_custom_fields.py","",""
backend/tests/unit/integrations/test_crm_config_router.py,tests,test,"Test del router crm_config","test",crm-airtable,"tests/unit/integrations/test_crm_config_router.py","",""
backend/tests/unit/integrations/test_crm_custom_fields_routing.py,tests,test,"Test de routing de custom fields CRM","test",crm-airtable,"tests/unit/integrations/test_crm_custom_fields_routing.py","",""
backend/tests/unit/integrations/test_crm_import.py,tests,test,"Test de import CRM","test",crm-airtable,"tests/unit/integrations/test_crm_import.py","",""
backend/tests/unit/integrations/test_field_mapping.py,tests,test,"Test del FieldMapper","test",crm-airtable,"tests/unit/integrations/test_field_mapping.py","",""
backend/tests/unit/integrations/test_quintana_sandbox.py,tests,test,"Test sandbox de quintana","test",crm-airtable,"tests/unit/integrations/test_quintana_sandbox.py","",""
backend/tests/unit/leads/__init__.py,tests,test,"Marcador de paquete unit/leads","test",tests,"tests/unit/leads/__init__.py","",""
backend/tests/unit/leads/test_lead_custom_fields_service.py,tests,test,"Test del servicio de custom fields","test",leads,"tests/unit/leads/test_lead_custom_fields_service.py","",""
backend/tests/unit/leads/test_profile_service.py,tests,test,"Test de queries de perfil de lead","test",leads,"tests/unit/leads/test_profile_service.py","",""
backend/tests/unit/leads/test_router.py,tests,test,"Test del router de leads","test",leads,"tests/unit/leads/test_router.py","",""
backend/tests/unit/leads/test_router_custom_fields.py,tests,test,"Test del router de leads (custom fields)","test",leads,"tests/unit/leads/test_router_custom_fields.py","",""
backend/tests/unit/leads/test_service.py,tests,test,"Test del servicio de leads","test",leads,"tests/unit/leads/test_service.py","",""
backend/tests/unit/leads/test_state_machine.py,tests,test,"Test de la maquina de estados de lead","test",leads,"tests/unit/leads/test_state_machine.py","",""
backend/tests/unit/prompts/__init__.py,tests,test,"Marcador de paquete unit/prompts","test",tests,"tests/unit/prompts/__init__.py","",""
backend/tests/unit/prompts/test_agent_prompt.py,tests,test,"Test de render de prompt de agente","test",prompts,"tests/unit/prompts/test_agent_prompt.py","",""
backend/tests/unit/prompts/test_insurance_agent.py,tests,test,"Test del prompt insurance_agent (fallback)","test",prompts,"tests/unit/prompts/test_insurance_agent.py","Mantiene vivo insurance_agent.py (dead-code fallback)",""
backend/tests/unit/prompts/test_load_agent_skills.py,tests,test,"Test de carga de skills del agente","test",skills-agente,"tests/unit/prompts/test_load_agent_skills.py","",""
backend/tests/unit/prompts/test_loader.py,tests,test,"Test del PromptLoader","test",prompts,"tests/unit/prompts/test_loader.py","",""
backend/tests/unit/scheduler/__init__.py,tests,test,"Marcador de paquete unit/scheduler","test",tests,"tests/unit/scheduler/__init__.py","",""
backend/tests/unit/scheduler/test_agent_propagation.py,tests,test,"Test de propagacion de agente en scheduler","test",scheduler,"tests/unit/scheduler/test_agent_propagation.py","",""
backend/tests/unit/scheduler/test_models.py,tests,test,"Test de modelos del scheduler","test",scheduler,"tests/unit/scheduler/test_models.py","",""
backend/tests/unit/scheduler/test_service.py,tests,test,"Test del servicio del scheduler (auto_schedule)","test",scheduler,"tests/unit/scheduler/test_service.py","",""
backend/tests/unit/scheduler/test_summarizer_hook.py,tests,test,"Test del hook summarizer->auto_schedule","test",scheduler,"tests/unit/scheduler/test_summarizer_hook.py","",""
backend/tests/unit/tenants/__init__.py,tests,test,"Marcador de paquete unit/tenants","test",tests,"tests/unit/tenants/__init__.py","",""
backend/tests/unit/tenants/test_agents.py,tests,test,"Test de CRUD de agentes (tenants service)","test",multi-tenant,"tests/unit/tenants/test_agents.py","",""
backend/tests/unit/tenants/test_service.py,tests,test,"Test del tenants service (seeds)","test",multi-tenant,"tests/unit/tenants/test_service.py","",""
backend/tests/unit/tenants/test_surgical_fixes.py,tests,test,"Test de surgical fixes en tenants","test",multi-tenant,"tests/unit/tenants/test_surgical_fixes.py","",""
backend/tests/unit/test_admin_api_lifecycle.py,tests,test,"Test del ciclo de vida del admin API","test",multi-tenant,"tests/unit/test_admin_api_lifecycle.py","",""
backend/tests/unit/test_alembic_tooling.py,tests,test,"Test del tooling de Alembic","test",migraciones,"tests/unit/test_alembic_tooling.py","",""
backend/tests/unit/test_analysis_locale.py,tests,test,"Test de locale del analisis (analysis_language)","test",analisis-post-call,"tests/unit/test_analysis_locale.py","",""
backend/tests/unit/test_analysis_models.py,tests,test,"Test de modelos de analisis","test",analisis-post-call,"tests/unit/test_analysis_models.py","",""
backend/tests/unit/test_analysis_schema.py,tests,test,"Test del schema de analisis (PostCallAnalysis)","test",analisis-post-call,"tests/unit/test_analysis_schema.py","",""
backend/tests/unit/test_analytics_indexed_columns.py,tests,test,"Test de columnas BI indexadas en analytics","test",analytics,"tests/unit/test_analytics_indexed_columns.py","",""
backend/tests/unit/test_backup_guard.py,tests,test,"Test del backup gate de migrate.py","test",migraciones,"tests/unit/test_backup_guard.py","",""
backend/tests/unit/test_commitments.py,tests,test,"Test de la dimension commitments","test",analisis-post-call,"tests/unit/test_commitments.py","",""
backend/tests/unit/test_conftest_migration_fixture.py,tests,test,"Test de la fixture de migracion de conftest","test",migraciones,"tests/unit/test_conftest_migration_fixture.py","",""
backend/tests/unit/test_crm_parity.py,tests,test,"Test de crm_parity (placeholder)","test",crm-parity,"tests/unit/test_crm_parity.py","Mantiene vivo crm_parity.py (placeholder sin consumidores)",""
backend/tests/unit/test_crm_status_mapping.py,tests,test,"Test de mapeo de estados CRM","test",crm-airtable,"tests/unit/test_crm_status_mapping.py","",""
backend/tests/unit/test_database_no_create_all.py,tests,test,"Test que blinda que init_db NO crea schema","test",modelo-de-datos,"tests/unit/test_database_no_create_all.py:22","",""
backend/tests/unit/test_demo_page.py,tests,test,"Test de la pagina demo estatica","test",demo,"tests/unit/test_demo_page.py","",""
backend/tests/unit/test_docker_config.py,tests,test,"Test de la config Docker","test",deployment,"tests/unit/test_docker_config.py","",""
backend/tests/unit/test_interest_pipeline.py,tests,test,"Test del pipeline de interes","test",analisis-post-call,"tests/unit/test_interest_pipeline.py","",""
backend/tests/unit/test_main_admin.py,tests,test,"Test del redirect /admin en main","test",core,"tests/unit/test_main_admin.py","",""
backend/tests/unit/test_main_no_startup_compat.py,tests,test,"Test de ausencia de create_all en startup","test",core,"tests/unit/test_main_no_startup_compat.py","",""
backend/tests/unit/test_memory.py,tests,test,"Test de build_memory_context","test",memoria,"tests/unit/test_memory.py","",""
backend/tests/unit/test_migration_helpers.py,tests,test,"Test de helpers de migracion","test",migraciones,"tests/unit/test_migration_helpers.py","",""
backend/tests/unit/test_misc_notes.py,tests,test,"Test del pipeline misc_notes","test",analisis-post-call,"tests/unit/test_misc_notes.py","",""
backend/tests/unit/test_objections.py,tests,test,"Test de la dimension objections","test",analisis-post-call,"tests/unit/test_objections.py","",""
backend/tests/unit/test_phase_b_protected_workflow_smoke.py,tests,test,"Smoke test del workflow protegido Phase B","test",auth,"tests/unit/test_phase_b_protected_workflow_smoke.py","",""
backend/tests/unit/test_pr2_reliability_blockers.py,tests,test,"Test de blockers de fiabilidad PR2","test",analisis-post-call,"tests/unit/test_pr2_reliability_blockers.py","",""
backend/tests/unit/test_problem.py,tests,test,"Test de la dimension problem","test",analisis-post-call,"tests/unit/test_problem.py","",""
backend/tests/unit/test_profile_facts_exclusion.py,tests,test,"Test de exclusion de profile facts","test",analisis-post-call,"tests/unit/test_profile_facts_exclusion.py","",""
backend/tests/unit/test_profile_facts_pipeline.py,tests,test,"Test del pipeline profile_facts","test",analisis-post-call,"tests/unit/test_profile_facts_pipeline.py","",""
backend/tests/unit/test_quote_ready.py,tests,test,"Test de quote-ready fields","test",leads,"tests/unit/test_quote_ready.py","",""
backend/tests/unit/test_quote_ready_status.py,tests,test,"Test de transicion a estado quoted","test",leads,"tests/unit/test_quote_ready_status.py","",""
backend/tests/unit/test_service_issues.py,tests,test,"Test de la dimension service_issues","test",analisis-post-call,"tests/unit/test_service_issues.py","",""
backend/tests/unit/test_summarizer.py,tests,test,"Test del summarizer (orquestacion)","test",analisis-post-call,"tests/unit/test_summarizer.py","",""
backend/tests/unit/test_summarizer_bi_columns.py,tests,test,"Test de columnas BI del summarizer","test",analisis-post-call,"tests/unit/test_summarizer_bi_columns.py","",""
backend/tests/unit/test_surgical_fixes_round2.py,tests,test,"Test de surgical fixes ronda 2","test",tests,"tests/unit/test_surgical_fixes_round2.py","",""
backend/tests/unit/test_surgical_fixes_round3.py,tests,test,"Test de surgical fixes ronda 3","test",tests,"tests/unit/test_surgical_fixes_round3.py","",""
backend/tests/unit/test_wu7_cleanup.py,tests,test,"Test de cleanup WU-7 (columnas legacy)","test",leads,"tests/unit/test_wu7_cleanup.py","",""
backend/tests/unit/tools/__init__.py,tests,test,"Marcador de paquete unit/tools","test",tests,"tests/unit/tools/__init__.py","",""
backend/tests/unit/tools/test_capture_data.py,tests,test,"Test de la tool capture_data","test",tools-agente,"tests/unit/tools/test_capture_data.py","",""
backend/tests/unit/tools/test_dispatcher.py,tests,test,"Test del dispatcher de tools","test",tools-agente,"tests/unit/tools/test_dispatcher.py","",""
backend/tests/unit/tools/test_get_lead_details.py,tests,test,"Test de la tool get_lead_details","test",tools-agente,"tests/unit/tools/test_get_lead_details.py","",""
backend/tests/unit/tools/test_lead_tools.py,tests,test,"Test de tools de lectura de lead","test",tools-agente,"tests/unit/tools/test_lead_tools.py","",""
backend/tests/unit/tools/test_mark_not_interested.py,tests,test,"Test de mark_not_interested (tool muerta)","test",tools-agente,"tests/unit/tools/test_mark_not_interested.py","Mantiene vivo handler muerto",""
backend/tests/unit/tools/test_registry.py,tests,test,"Test del registry de tools","test",tools-agente,"tests/unit/tools/test_registry.py","",""
backend/tests/unit/tools/test_schedule_followup.py,tests,test,"Test de schedule_followup (tool muerta)","test",tools-agente,"tests/unit/tools/test_schedule_followup.py","Mantiene vivo handler muerto",""
backend/tests/unit/tools/test_skill_loader.py,tests,test,"Test del skill_loader (tools)","test",skills-agente,"tests/unit/tools/test_skill_loader.py","",""
backend/tests/unit/voice/__init__.py,tests,test,"Marcador de paquete unit/voice","test",tests,"tests/unit/voice/__init__.py","",""
backend/tests/unit/voice/conftest.py,tests,test,"Fixtures de tests de voice","test",voz-custom-llm,"tests/unit/voice/conftest.py","",""
backend/tests/unit/voice/test_context.py,tests,test,"Test de build_voice_context","test",voz-custom-llm,"tests/unit/voice/test_context.py","",""
backend/tests/unit/voice/test_context_webhook.py,tests,test,"Test de contexto en webhook","test",voz-custom-llm,"tests/unit/voice/test_context_webhook.py","",""
backend/tests/unit/voice/test_custom_llm_path_route.py,tests,test,"Test de la ruta path-based custom-LLM","test",voz-custom-llm,"tests/unit/voice/test_custom_llm_path_route.py","",""
backend/tests/unit/voice/test_dynamic_skills_live_bugs.py,tests,test,"Test de bugs en skills dinamicas en vivo","test",skills-agente,"tests/unit/voice/test_dynamic_skills_live_bugs.py","",""
backend/tests/unit/voice/test_filler.py,tests,test,"Test de filler speech en tool-calls","test",voz-custom-llm,"tests/unit/voice/test_filler.py","",""
backend/tests/unit/voice/test_load_skill_tool.py,tests,test,"Test de la tool load_skill","test",skills-agente,"tests/unit/voice/test_load_skill_tool.py","",""
backend/tests/unit/voice/test_memory_injection.py,tests,test,"Test de inyeccion de memoria","test",memoria,"tests/unit/voice/test_memory_injection.py","",""
backend/tests/unit/voice/test_pipeline_integration.py,tests,test,"Test de integracion del pipeline de voz","test",voz-custom-llm,"tests/unit/voice/test_pipeline_integration.py","",""
backend/tests/unit/voice/test_session.py,tests,test,"Test del session_store","test",voz-custom-llm,"tests/unit/voice/test_session.py","",""
backend/tests/unit/voice/test_session_fragmentation.py,tests,test,"Test de fragmentacion de sesion","test",voz-custom-llm,"tests/unit/voice/test_session_fragmentation.py","",""
backend/tests/unit/voice/test_skill_registry.py,tests,test,"Test del registry de skills","test",skills-agente,"tests/unit/voice/test_skill_registry.py","",""
backend/tests/unit/voice/test_skills_index_context.py,tests,test,"Test del indice de skills en contexto","test",skills-agente,"tests/unit/voice/test_skills_index_context.py","",""
backend/tests/unit/voice/test_tts_settings.py,tests,test,"Test de settings TTS del agente","test",elevenlabs,"tests/unit/voice/test_tts_settings.py","",""
backend/tests/unit/voice/test_webhook_no_agent_graceful.py,tests,test,"Test de webhook sin agente (graceful)","test",voz-custom-llm,"tests/unit/voice/test_webhook_no_agent_graceful.py","",""
frontend/.env.example,config,config,"Plantilla env frontend (VITE_API_BASE_URL, VITE_API_KEY)","config",config,"frontend/.env.example","",""
frontend/eslint.config.js,config,config,"Config ESLint 9","config",build,"frontend/eslint.config.js","",""
frontend/index.html,frontend-ui,config,"HTML root de la SPA Vite","config",build,"frontend/index.html","",""
frontend/package.json,config,config,"Manifiesto frontend (React 19, React Router 7, TanStack Query, Vite, Tailwind 4)","config",build,"frontend/package.json","",""
frontend/package-lock.json,config,config,"Lockfile npm","generado/vendor/no auditar salvo referencia",build,"frontend/package-lock.json","","No editar manualmente"
frontend/tsconfig.json,config,config,"Config TypeScript base","config",build,"frontend/tsconfig.json","",""
frontend/tsconfig.app.json,config,config,"Config TypeScript de la app","config",build,"frontend/tsconfig.app.json","",""
frontend/tsconfig.node.json,config,config,"Config TypeScript de tooling node","config",build,"frontend/tsconfig.node.json","",""
frontend/vite.config.ts,config,config,"Config Vite (alias @, proxy /api->127.0.0.1:8000)","config",build,"frontend/vite.config.ts","",""
frontend/vitest.config.ts,config,config,"Config Vitest","config",tests,"frontend/vitest.config.ts","",""
frontend/public/fonts/inter-400.woff2,frontend-ui,other,"Fuente Inter 400","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/inter-400.woff2","",""
frontend/public/fonts/inter-500.woff2,frontend-ui,other,"Fuente Inter 500","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/inter-500.woff2","",""
frontend/public/fonts/inter-600.woff2,frontend-ui,other,"Fuente Inter 600","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/inter-600.woff2","",""
